time,latitude,longitude,t2m
2020-01-01T00:00:00,10.62,-4.55,295.2360907870665
2020-01-01T01:00:00,10.62,-4.55,294.58821550381225
2020-01-01T02:00:00,10.62,-4.55,293.9725643838612
2020-01-01T03:00:00,10.62,-4.55,293.4222095948141
2020-01-01T04:00:00,10.62,-4.55,292.93545512807594
2020-01-01T05:00:00,10.62,-4.55,292.45675670216366
2020-01-01T06:00:00,10.62,-4.55,292.03233055128834
2020-01-01T07:00:00,10.62,-4.55,291.50656788686734
2020-01-01T08:00:00,10.62,-4.55,293.4408656893581
2020-01-01T09:00:00,10.62,-4.55,296.71713029256847
2020-01-01T10:00:00,10.62,-4.55,299.6007689060581
2020-01-01T11:00:00,10.62,-4.55,302.0332692333025
2020-01-01T12:00:00,10.62,-4.55,303.8251023138211
2020-01-01T13:00:00,10.62,-4.55,305.02290838397374
2020-01-01T14:00:00,10.62,-4.55,305.75007206903985
2020-01-01T15:00:00,10.62,-4.55,305.9845452572857
2020-01-01T16:00:00,10.62,-4.55,305.739048013173
2020-01-01T17:00:00,10.62,-4.55,304.9686361089368
2020-01-01T18:00:00,10.62,-4.55,302.6663044413513
2020-01-01T19:00:00,10.62,-4.55,300.35167671145285
2020-01-01T20:00:00,10.62,-4.55,298.6208999403509
2020-01-01T21:00:00,10.62,-4.55,297.3077652857446
2020-01-01T22:00:00,10.62,-4.55,296.2935521459906
2020-01-01T23:00:00,10.62,-4.55,295.5044841472104
2020-01-02T00:00:00,10.62,-4.55,294.7540003439643
2020-01-02T01:00:00,10.62,-4.55,294.04125273195496
2020-01-02T02:00:00,10.62,-4.55,293.38616941217236
2020-01-02T03:00:00,10.62,-4.55,292.798926436186
2020-01-02T04:00:00,10.62,-4.55,292.26383572449305
2020-01-02T05:00:00,10.62,-4.55,291.82287348981737
2020-01-02T06:00:00,10.62,-4.55,291.4255834764606
2020-01-02T07:00:00,10.62,-4.55,290.9197489130297
2020-01-02T08:00:00,10.62,-4.55,292.7696702879239
2020-01-02T09:00:00,10.62,-4.55,295.6333808004233
2020-01-02T10:00:00,10.62,-4.55,298.07351316634487
2020-01-02T11:00:00,10.62,-4.55,300.3190285460009
2020-01-02T12:00:00,10.62,-4.55,302.0972935577602
2020-01-02T13:00:00,10.62,-4.55,303.34258786857026
2020-01-02T14:00:00,10.62,-4.55,304.1206318114836
2020-01-02T15:00:00,10.62,-4.55,304.4305773822027
2020-01-02T16:00:00,10.62,-4.55,304.2520724775888
2020-01-02T17:00:00,10.62,-4.55,303.53720485483575
2020-01-02T18:00:00,10.62,-4.55,301.4282181670697
2020-01-02T19:00:00,10.62,-4.55,299.0152219386666
2020-01-02T20:00:00,10.62,-4.55,297.5324864245697
2020-01-02T21:00:00,10.62,-4.55,296.37411255424865
2020-01-02T22:00:00,10.62,-4.55,295.36625944672556
2020-01-02T23:00:00,10.62,-4.55,294.4601668548968
2020-01-03T00:00:00,10.62,-4.55,293.6070745316589
2020-01-03T01:00:00,10.62,-4.55,292.83496661882776
2020-01-03T02:00:00,10.62,-4.55,292.1620752087987
2020-01-03T03:00:00,10.62,-4.55,291.5811922650432
2020-01-03T04:00:00,10.62,-4.55,291.0592456199608
2020-01-03T05:00:00,10.62,-4.55,290.5525630522325
2020-01-03T06:00:00,10.62,-4.55,290.0471524909504
2020-01-03T07:00:00,10.62,-4.55,289.5027337319855
2020-01-03T08:00:00,10.62,-4.55,290.9311969710453
2020-01-03T09:00:00,10.62,-4.55,293.2534567396209
2020-01-03T10:00:00,10.62,-4.55,295.6639089551316
2020-01-03T11:00:00,10.62,-4.55,297.9963447752766
2020-01-03T12:00:00,10.62,-4.55,299.9679547668553
2020-01-03T13:00:00,10.62,-4.55,301.41507410045915
2020-01-03T14:00:00,10.62,-4.55,302.3254067137752
2020-01-03T15:00:00,10.62,-4.55,302.7438968345683
2020-01-03T16:00:00,10.62,-4.55,302.6336562758994
2020-01-03T17:00:00,10.62,-4.55,301.93320472620303
2020-01-03T18:00:00,10.62,-4.55,299.9090184681823
2020-01-03T19:00:00,10.62,-4.55,297.58845470820165
2020-01-03T20:00:00,10.62,-4.55,296.1311593230283
2020-01-03T21:00:00,10.62,-4.55,294.9706654419636
2020-01-03T22:00:00,10.62,-4.55,293.97171637956376
2020-01-03T23:00:00,10.62,-4.55,293.1381281551673
2020-01-04T00:00:00,10.62,-4.55,292.37322827886453
2020-01-04T01:00:00,10.62,-4.55,291.6698087141271
2020-01-04T02:00:00,10.62,-4.55,291.0058213492212
2020-01-04T03:00:00,10.62,-4.55,290.3787221712546
2020-01-04T04:00:00,10.62,-4.55,289.81479931344825
2020-01-04T05:00:00,10.62,-4.55,289.29073265762213
2020-01-04T06:00:00,10.62,-4.55,288.78701810493493
2020-01-04T07:00:00,10.62,-4.55,288.424072265625
2020-01-04T08:00:00,10.62,-4.55,290.2014892730869
2020-01-04T09:00:00,10.62,-4.55,293.1381281551673
2020-01-04T10:00:00,10.62,-4.55,295.7614294493387
2020-01-04T11:00:00,10.62,-4.55,298.1714576627007
2020-01-04T12:00:00,10.62,-4.55,300.0379151213952
2020-01-04T13:00:00,10.62,-4.55,301.440090227234
2020-01-04T14:00:00,10.62,-4.55,302.3427908018729
2020-01-04T15:00:00,10.62,-4.55,302.75280087969156
2020-01-04T16:00:00,10.62,-4.55,302.6663044413513
2020-01-04T17:00:00,10.62,-4.55,302.0820294804061
2020-01-04T18:00:00,10.62,-4.55,300.2550042215432
2020-01-04T19:00:00,10.62,-4.55,297.61898286290995
2020-01-04T20:00:00,10.62,-4.55,295.98742259461
2020-01-04T21:00:00,10.62,-4.55,294.76544840197994
2020-01-04T22:00:00,10.62,-4.55,293.72876314834343
2020-01-04T23:00:00,10.62,-4.55,292.86634277783355
2020-01-05T00:00:00,10.62,-4.55,292.1658912281372
2020-01-05T01:00:00,10.62,-4.55,291.52607198570877
2020-01-05T02:00:00,10.62,-4.55,290.8921887733625
2020-01-05T03:00:00,10.62,-4.55,290.31384984249945
2020-01-05T04:00:00,10.62,-4.55,289.85931953906453
2020-01-05T05:00:00,10.62,-4.55,289.47093357083094
2020-01-05T06:00:00,10.62,-4.55,289.0418433963196
2020-01-05T07:00:00,10.62,-4.55,288.6059691874287
2020-01-05T08:00:00,10.62,-4.55,290.6861237290814
2020-01-05T09:00:00,10.62,-4.55,294.0022445342721
2020-01-05T10:00:00,10.62,-4.55,296.8214348211552
2020-01-05T11:00:00,10.62,-4.55,299.28361529881056
2020-01-05T12:00:00,10.62,-4.55,301.12166461354036
2020-01-05T13:00:00,10.62,-4.55,302.4182631843463
2020-01-05T14:00:00,10.62,-4.55,303.2374353356861
2020-01-05T15:00:00,10.62,-4.55,303.647021411356
2020-01-05T16:00:00,10.62,-4.55,303.609709222268
2020-01-05T17:00:00,10.62,-4.55,303.1233787576786
2020-01-05T18:00:00,10.62,-4.55,301.65548331878716
2020-01-05T19:00:00,10.62,-4.55,299.35484765979663
2020-01-05T20:00:00,10.62,-4.55,297.38281366606924
2020-01-05T21:00:00,10.62,-4.55,295.815277722227
2020-01-05T22:00:00,10.62,-4.55,294.51274312133893
2020-01-05T23:00:00,10.62,-4.55,293.34970522738183
2020-01-06T00:00:00,10.62,-4.55,292.4169005001833
2020-01-06T01:00:00,10.62,-4.55,291.8271135113047
2020-01-06T02:00:00,10.62,-4.55,291.43830354092233
2020-01-06T03:00:00,10.62,-4.55,291.0694216715302
2020-01-06T04:00:00,10.62,-4.55,290.7777081932063
2020-01-06T05:00:00,10.62,-4.55,290.50253079868276
2020-01-06T06:00:00,10.62,-4.55,290.18961721292254
2020-01-06T07:00:00,10.62,-4.55,289.83260740369474
2020-01-06T08:00:00,10.62,-4.55,291.8678177175824
2020-01-06T09:00:00,10.62,-4.55,295.3022351222678
2020-01-06T10:00:00,10.62,-4.55,298.3147703889703
2020-01-06T11:00:00,10.62,-4.55,300.82062308794445
2020-01-06T12:00:00,10.62,-4.55,302.6289922522634
2020-01-06T13:00:00,10.62,-4.55,303.79203014622044
2020-01-06T14:00:00,10.62,-4.55,304.5276738742611
2020-01-06T15:00:00,10.62,-4.55,304.83295542134425
2020-01-06T16:00:00,10.62,-4.55,304.7447629744091
2020-01-06T17:00:00,10.62,-4.55,304.284296640892
2020-01-06T18:00:00,10.62,-4.55,303.161538951064
2020-01-06T19:00:00,10.62,-4.55,300.85199924695024
2020-01-06T20:00:00,10.62,-4.55,298.76972469455393
2020-01-06T21:00:00,10.62,-4.55,297.09194819204276
2020-01-06T22:00:00,10.62,-4.55,295.7813575503289
2020-01-06T23:00:00,10.62,-4.55,294.7056640990095
2020-01-07T00:00:00,10.62,-4.55,293.9149000916344
2020-01-07T01:00:00,10.62,-4.55,293.44340970225045
2020-01-07T02:00:00,10.62,-4.55,293.09318392740226
2020-01-07T03:00:00,10.62,-4.55,292.56869326942746
2020-01-07T04:00:00,10.62,-4.55,292.0013783944313
2020-01-07T05:00:00,10.62,-4.55,291.44975159893795
2020-01-07T06:00:00,10.62,-4.55,291.03422949318593
2020-01-07T07:00:00,10.62,-4.55,290.70011579998936
2020-01-07T08:00:00,10.62,-4.55,292.9248550743578
2020-01-07T09:00:00,10.62,-4.55,296.9214993282547
2020-01-07T10:00:00,10.62,-4.55,300.12525956403283
2020-01-07T11:00:00,10.62,-4.55,302.66333642631025
