time,latitude,longitude,t2m
2019-01-01T00:00:00,10.62,-4.55,298.06785627386677
2019-01-01T01:00:00,10.62,-4.55,297.4830009606324
2019-01-01T02:00:00,10.62,-4.55,296.9986289559029
2019-01-01T03:00:00,10.62,-4.55,296.53371674683456
2019-01-01T04:00:00,10.62,-4.55,296.1105546448211
2019-01-01T05:00:00,10.62,-4.55,295.6969455334049
2019-01-01T06:00:00,10.62,-4.55,295.23026425200374
2019-01-01T07:00:00,10.62,-4.55,294.6712373948287
2019-01-01T08:00:00,10.62,-4.55,296.28286229003896
2019-01-01T09:00:00,10.62,-4.55,299.306560721316
2019-01-01T10:00:00,10.62,-4.55,301.8816224089867
2019-01-01T11:00:00,10.62,-4.55,304.0650114821683
2019-01-01T12:00:00,10.62,-4.55,305.8362067018
2019-01-01T13:00:00,10.62,-4.55,307.12409136010194
2019-01-01T14:00:00,10.62,-4.55,307.9474176238021
2019-01-01T15:00:00,10.62,-4.55,308.26372775691254
2019-01-01T16:00:00,10.62,-4.55,308.17032073773896
2019-01-01T17:00:00,10.62,-4.55,307.32116601797946
2019-01-01T18:00:00,10.62,-4.55,304.81368289342294
2019-01-01T19:00:00,10.62,-4.55,302.2251762560227
2019-01-01T20:00:00,10.62,-4.55,300.8580371572099
2019-01-01T21:00:00,10.62,-4.55,299.9703166605946
2019-01-01T22:00:00,10.62,-4.55,299.2764864916578
2019-01-01T23:00:00,10.62,-4.55,298.4407767216278
2019-01-02T00:00:00,10.62,-4.55,297.70165830097045
2019-01-02T01:00:00,10.62,-4.55,297.00358235843487
2019-01-02T02:00:00,10.62,-4.55,296.3762693092125
2019-01-02T03:00:00,10.62,-4.55,295.8193653388369
2019-01-02T04:00:00,10.62,-4.55,295.3098725069812
2019-01-02T05:00:00,10.62,-4.55,294.781981322864
2019-01-02T06:00:00,10.62,-4.55,294.2367532298851
2019-01-02T07:00:00,10.62,-4.55,293.397859129656
2019-01-02T08:00:00,10.62,-4.55,294.9185537069587
2019-01-02T09:00:00,10.62,-4.55,297.9135931664438
2019-01-02T10:00:00,10.62,-4.55,300.64433321940373
2019-01-02T11:00:00,10.62,-4.55,302.90945343436226
2019-01-02T12:00:00,10.62,-4.55,304.68524824205934
2019-01-02T13:00:00,10.62,-4.55,305.93279805117265
2019-01-02T14:00:00,10.62,-4.55,306.7327725600794
2019-01-02T15:00:00,10.62,-4.55,307.04094496045883
2019-01-02T16:00:00,10.62,-4.55,306.96133670548136
2019-01-02T17:00:00,10.62,-4.55,306.1942669419653
2019-01-02T18:00:00,10.62,-4.55,304.3349719201585
2019-01-02T19:00:00,10.62,-4.55,301.94000179597015
2019-01-02T20:00:00,10.62,-4.55,299.83409809096656
2019-01-02T21:00:00,10.62,-4.55,298.25997752921234
2019-01-02T22:00:00,10.62,-4.55,297.23886897870153
2019-01-02T23:00:00,10.62,-4.55,296.4763988032508
2019-01-03T00:00:00,10.62,-4.55,295.7747847160495
2019-01-03T01:00:00,10.62,-4.55,295.09616856917506
2019-01-03T02:00:00,10.62,-4.55,294.53926459879943
