time,latitude,longitude,t2m
2017-01-01T00:00:00,10.62,-4.55,297.5712880529001
2017-01-01T01:00:00,10.62,-4.55,296.826704060806
2017-01-01T02:00:00,10.62,-4.55,296.15059954884373
2017-01-01T03:00:00,10.62,-4.55,295.5398460128449
2017-01-01T04:00:00,10.62,-4.55,295.0069574694834
2017-01-01T05:00:00,10.62,-4.55,294.5189108192032
2017-01-01T06:00:00,10.62,-4.55,294.07396800413295
2017-01-01T07:00:00,10.62,-4.55,293.66830529695557
2017-01-01T08:00:00,10.62,-4.55,295.60102564991706
2017-01-01T09:00:00,10.62,-4.55,298.72083952902307
2017-01-01T10:00:00,10.62,-4.55,301.4906085528355
2017-01-01T11:00:00,10.62,-4.55,303.9148516718199
2017-01-01T12:00:00,10.62,-4.55,305.68106608070434
2017-01-01T13:00:00,10.62,-4.55,306.8473029123924
2017-01-01T14:00:00,10.62,-4.55,307.5140219118493
2017-01-01T15:00:00,10.62,-4.55,307.748659724484
2017-01-01T16:00:00,10.62,-4.55,307.55225918501935
2017-01-01T17:00:00,10.62,-4.55,306.991561715716
2017-01-01T18:00:00,10.62,-4.55,305.7547597344503
2017-01-01T19:00:00,10.62,-4.55,303.42124323635136
2017-01-01T20:00:00,10.62,-4.55,301.38980119629616
2017-01-01T21:00:00,10.62,-4.55,299.97293641955673
2017-01-01T22:00:00,10.62,-4.55,298.8876930846744
2017-01-01T23:00:00,10.62,-4.55,298.07497722402263
2017-01-02T00:00:00,10.62,-4.55,297.3144030995119
2017-01-02T01:00:00,10.62,-4.55,296.5315818342476
2017-01-02T02:00:00,10.62,-4.55,295.78873590002485
2017-01-02T03:00:00,10.62,-4.55,295.1571256695696
2017-01-02T04:00:00,10.62,-4.55,294.60268520860313
2017-01-02T05:00:00,10.62,-4.55,294.1129005004516
2017-01-02T06:00:00,10.62,-4.55,293.6349345858253
2017-01-02T07:00:00,10.62,-4.55,293.1722635804671
2017-01-02T08:00:00,10.62,-4.55,295.1213216774194
2017-01-02T09:00:00,10.62,-4.55,298.1876033740873
2017-01-02T10:00:00,10.62,-4.55,300.986919381713
2017-01-02T11:00:00,10.62,-4.55,303.5074509067712
2017-01-02T12:00:00,10.62,-4.55,305.33901629161903
2017-01-02T13:00:00,10.62,-4.55,306.5754706613104
2017-01-02T14:00:00,10.62,-4.55,307.27451753717475
2017-01-02T15:00:00,10.62,-4.55,307.5404403914941
2017-01-02T16:00:00,10.62,-4.55,307.373934447417
2017-01-02T17:00:00,10.62,-4.55,306.8156702591335
2017-01-02T18:00:00,10.62,-4.55,305.3515303082929
2017-01-02T19:00:00,10.62,-4.55,302.8612409901965
2017-01-02T20:00:00,10.62,-4.55,301.05713691971624
2017-01-02T21:00:00,10.62,-4.55,299.60898710129226
2017-01-02T22:00:00,10.62,-4.55,298.53764822938086
2017-01-02T23:00:00,10.62,-4.55,297.7231943108577
2017-01-03T00:00:00,10.62,-4.55,296.98625777339754
2017-01-03T01:00:00,10.62,-4.55,296.25384018640295
2017-01-03T02:00:00,10.62,-4.55,295.5989399804714
2017-01-03T03:00:00,10.62,-4.55,295.0045241884635
2017-01-03T04:00:00,10.62,-4.55,294.4778926534389
2017-01-03T05:00:00,10.62,-4.55,294.009312251318
2017-01-03T06:00:00,10.62,-4.55,293.56471704782206
2017-01-03T07:00:00,10.62,-4.55,293.1312454147028
2017-01-03T08:00:00,10.62,-4.55,294.94056365879715
2017-01-03T09:00:00,10.62,-4.55,297.8813575771522
2017-01-03T10:00:00,10.62,-4.55,300.7196060810965
2017-01-03T11:00:00,10.62,-4.55,303.27941771404767
